TweetTime,Tweet,Location,FollowersCount,FriendsCount,ListedCount,FavouritesCount,StatusesCount,UserCreatedAt,Lang
Wed Sep 17 17:20:15 +0000 2014,"b""@Annette1Hardy I was trying to keep this conversation non specific to avoid offending but people, but seeing as you've mentioned #Salmond...""",Frozen north,1445,1661,95,12083,53923,Fri Jun 10 14:38:09 +0000 2011,en
Wed Sep 17 17:18:38 +0000 2014,"b'RT @ferranmartin: Sobre lo de Escocia, una vi\\xf1eta alusiva: Convivencias. #humor #ScotlandDecides #salmond #9N2014 http://t.co/0PXZrkBi7u'",La casa de Gran Hermano.,3004,3878,41,192891,247908,Sun Jun 10 18:03:21 +0000 2012,es
Wed Sep 17 17:16:54 +0000 2014,b'RT @davidpsmith: #Salmond is a man that has promised the world to indy #Scotland but can deliver precious little #indyref #BetterTogether',Great Britain,384,415,11,24294,18862,Fri May 01 14:33:51 +0000 2009,en
Wed Sep 17 17:16:35 +0000 2014,"b""@johnmiller1948 Why doesn't #Salmond ever answer the big questions? Because he can't! #indyrisk""",,152,225,7,7933,7167,Thu Jan 12 16:51:09 +0000 2012,en
Wed Sep 17 17:14:21 +0000 2014,"b'yes voters saying we won\'t have to deal with clegg, Cameron n miliband in a ""yes"" Scotland... We would have to deal with worse #Salmond'","West kilbride. Ayrshire , UK",541,854,2,10710,1900,Mon Feb 13 17:40:42 +0000 2012,en
Wed Sep 17 17:13:55 +0000 2014,"b""RT @johnmiller1948: Why does #Cameron talk to anyone except #Salmond ... he'd rather talk to a soft press than be asked to justify his opin\\u2026""","Newmachar, Scotland",2561,3738,36,167980,133583,Thu Apr 29 10:58:11 +0000 2010,en
Wed Sep 17 17:12:05 +0000 2014,"b""The worst thing about #ScotlandDecides is the fact that #Salmond can't lose. He's a dangerous megalomaniac who shd never be given #airtime""",London,1041,187,8,57,869,Tue Oct 15 15:02:22 +0000 2013,en-gb
Wed Sep 17 17:11:55 +0000 2014,"b'RT @ferranmartin: Sobre lo de Escocia, una vi\\xf1eta alusiva: Convivencias. #humor #ScotlandDecides #salmond #9N2014 http://t.co/0PXZrkBi7u'",,201,298,21,25798,25747,Sat Jan 11 12:57:06 +0000 2014,es
Wed Sep 17 17:11:22 +0000 2014,"b'RT @ferranmartin: Sobre lo de Escocia, una vi\\xf1eta alusiva: Convivencias. #humor #ScotlandDecides #salmond #9N2014 http://t.co/0PXZrkBi7u'",GZ,310,754,10,16479,23395,Wed Dec 08 13:03:57 +0000 2010,es
Wed Sep 17 17:10:34 +0000 2014,b'#Salmond thinks 51% of what is about 8% overall population of #UK is mandate to break the #UnitedKingdom - How is this #democracy? VOTE #NO',London,1041,187,8,57,869,Tue Oct 15 15:02:22 +0000 2013,en-gb
Wed Sep 17 17:09:56 +0000 2014,"b""RT @johnmiller1948: Why does #Cameron talk to anyone except #Salmond ... he'd rather talk to a soft press than be asked to justify his opin\\u2026""",,979,1074,56,18602,59906,Mon Jun 24 15:37:37 +0000 2013,en
Wed Sep 17 17:09:35 +0000 2014,"b""RT @johnmiller1948: Why does #Cameron talk to anyone except #Salmond ... he'd rather talk to a soft press than be asked to justify his opin\\u2026""",,378,452,17,18758,16308,Thu Sep 19 20:26:51 +0000 2013,en-gb
Wed Sep 17 17:09:21 +0000 2014,"b'RT @BearGardenMan: #Salmond, the #Muslim Apologist, gives #ScotlandDecides faithful more amazing old tosh http://t.co/cGS4nNFemX'","The Shires, England",502,896,20,11647,25599,Tue Jan 24 15:52:34 +0000 2012,en
Wed Sep 17 17:08:15 +0000 2014,"b""Most evocative word in #Salmond's political rhetoric: 'Nationalism' - Nazi for short Just because he's clever -don't mean he's not dangerous""",London,1041,187,8,57,869,Tue Oct 15 15:02:22 +0000 2013,en-gb
Wed Sep 17 17:07:30 +0000 2014,"b""Why does #Cameron talk to anyone except #Salmond ... he'd rather talk to a soft press than be asked to justify his opinions in debate #yes""",paisley,1224,2139,19,2142,17674,Wed Sep 22 12:22:37 +0000 2010,en
Wed Sep 17 17:06:33 +0000 2014,"b""RT@allanmiller49 #Salmond's secret plans2 move into a castle. His arrogance knows no bounds.#VoteNo  http://t.co/n4pVNW9GHg @DavidCoburnUKip""",,6357,6239,188,79069,212526,Thu Jun 02 14:10:07 +0000 2011,en
Wed Sep 17 17:06:23 +0000 2014,"b'RT @BearGardenMan: #Salmond, the #Muslim Apologist, gives #ScotlandDecides faithful more amazing old tosh http://t.co/cGS4nNFemX'",Yorkshire Republic #LUFC,15042,14768,188,44491,195093,Sun Jan 19 12:25:24 +0000 2014,en
Wed Sep 17 17:05:02 +0000 2014,"b""An Independent #Scotland in EU is 'not as easy as #Salmond thinks'; Interview with Prof. Wohlgemuth on @WorldReviewDE http://t.co/Exc5F31ESv""",,319,340,37,92,7887,Thu Nov 14 13:19:49 +0000 2013,pl
Wed Sep 17 17:02:55 +0000 2014,"b'RT @ferranmartin: Sobre lo de Escocia, una vi\\xf1eta alusiva: Convivencias. #humor #ScotlandDecides #salmond #9N2014 http://t.co/0PXZrkBi7u'",Barcelona (España),3375,594,185,2875,11599,Thu May 28 19:27:46 +0000 2009,es
Wed Sep 17 17:01:55 +0000 2014,"b'RT @ferranmartin: Sobre lo de Escocia, una vi\\xf1eta alusiva: Convivencias. #humor #ScotlandDecides #salmond #9N2014 http://t.co/0PXZrkBi7u'",,59,374,2,9575,8635,Thu Jun 05 22:18:30 +0000 2014,es
Wed Sep 17 17:01:51 +0000 2014,"b'RT @ferranmartin: Sobre lo de Escocia, una vi\\xf1eta alusiva: Convivencias. #humor #ScotlandDecides #salmond #9N2014 http://t.co/0PXZrkBi7u'",,154,218,3,893,13755,Mon Nov 21 19:39:51 +0000 2011,es
Wed Sep 17 17:00:12 +0000 2014,"b""RT @dbollero: #Rajoy habla (http://t.co/aHHeNGb8in) y #Salmond replica 'a callarse'. http://t.co/U5NHI73QKt v\\xeda @publico_es #Escociadecide \\u2026""",,4951,3058,90,41992,90385,Sat May 21 20:18:00 +0000 2011,es
Wed Sep 17 16:59:49 +0000 2014,"b""#Rajoy habla (http://t.co/aHHeNGb8in) y #Salmond replica 'a callarse'. http://t.co/U5NHI73QKt v\\xeda @publico_es #Escociadecide #Escocia""","Málaga, España",6149,1152,226,6876,32993,Wed Feb 17 08:41:07 +0000 2010,es
Wed Sep 17 16:57:59 +0000 2014,"b'As the last day of #indyref campaigning draws to a close, Alex #Salmond will be in #Perth this evening. Latest poll puts No at 51%.'","Brussels, Belgium",21062,2818,273,379,20734,Sat Nov 30 19:09:25 +0000 2013,en
Wed Sep 17 16:57:09 +0000 2014,"b'RT @ferranmartin: Sobre lo de Escocia, una vi\\xf1eta alusiva: Convivencias. #humor #ScotlandDecides #salmond #9N2014 http://t.co/0PXZrkBi7u'","Barcelona, Catalunya",493,569,18,15142,86168,Mon Dec 14 00:15:23 +0000 2009,es
Wed Sep 17 16:52:23 +0000 2014,"b'RT @ferranmartin: Sobre lo de Escocia, una vi\\xf1eta alusiva: Convivencias. #humor #ScotlandDecides #salmond #9N2014 http://t.co/0PXZrkBi7u'",,237,473,2,811,3619,Tue Jan 04 23:39:10 +0000 2011,es
Wed Sep 17 16:51:57 +0000 2014,"b'RT @ferranmartin: Sobre lo de Escocia, una vi\\xf1eta alusiva: Convivencias. #humor #ScotlandDecides #salmond #9N2014 http://t.co/0PXZrkBi7u'",Tarragona,248,874,15,6772,7028,Tue Nov 10 13:24:37 +0000 2009,es
Wed Sep 17 16:51:46 +0000 2014,"b'RT @ferranmartin: Sobre lo de Escocia, una vi\\xf1eta alusiva: Convivencias. #humor #ScotlandDecides #salmond #9N2014 http://t.co/0PXZrkBi7u'",Tudela (Navarra)/ Madrid,266,433,4,3246,12989,Sat Nov 19 23:32:22 +0000 2011,es
Wed Sep 17 16:51:36 +0000 2014,"b'RT @ferranmartin: Sobre lo de Escocia, una vi\\xf1eta alusiva: Convivencias. #humor #ScotlandDecides #salmond #9N2014 http://t.co/0PXZrkBi7u'",Reino de León,328,610,2,4198,6175,Wed Jun 15 19:23:29 +0000 2011,es
Wed Sep 17 16:51:18 +0000 2014,"b'RT @BearGardenMan: #Salmond, the #Muslim Apologist, gives #ScotlandDecides faithful more amazing old tosh http://t.co/cGS4nNFemX'",UK,3621,3453,173,50706,163155,Fri Aug 30 22:10:38 +0000 2013,en
Wed Sep 17 16:50:21 +0000 2014,"b'RT @ferranmartin: Sobre lo de Escocia, una vi\\xf1eta alusiva: Convivencias. #humor #ScotlandDecides #salmond #9N2014 http://t.co/0PXZrkBi7u'",Bar Cel Ona,156,273,5,1324,7147,Wed Apr 06 19:36:55 +0000 2011,es
Wed Sep 17 16:49:14 +0000 2014,"b'RT @ferranmartin: Sobre lo de Escocia, una vi\\xf1eta alusiva: Convivencias. #humor #ScotlandDecides #salmond #9N2014 http://t.co/0PXZrkBi7u'",Aquisito nomas!!!,2172,291,55,27759,232651,Sat Oct 02 01:49:38 +0000 2010,es
Wed Sep 17 16:48:38 +0000 2014,"b""Im sick and tired of that Rubbery Faced #Salmond His Big Ego His Pointless Waffle.Will he vanish when scots VOTE NO.#ScotsRefer'm""",Lee On Solent South Coast.UK,3826,4864,57,33721,64815,Thu Jul 18 00:55:02 +0000 2013,en
Wed Sep 17 16:42:15 +0000 2014,"b'3) ""i, en segon lloc, que Esc\\xf2cia t\\xe9 una gran quantitat d\'atractiu per a la resta del continent europeu"". #Salmond, un #crack!!!'",Catalan Republic,1330,1653,18,5533,7321,Mon Nov 12 17:38:24 +0000 2012,ca
Wed Sep 17 16:40:17 +0000 2014,"b""When 20% of working age pop'n move south with employers, where's the tax base to fund #Salmond 's largesse in a lesser #Scotland ? #indyref""",United Kingdom,645,456,20,107,731,Fri Nov 25 15:46:57 +0000 2011,en
Wed Sep 17 16:40:13 +0000 2014,"b'RT @BearGardenMan: #Salmond, the #Muslim Apologist, gives #ScotlandDecides faithful more amazing old tosh http://t.co/cGS4nNFemX'","Pontarddulais, Wales",1542,2146,19,22986,24134,Mon Feb 09 09:40:14 +0000 2009,en
Wed Sep 17 16:40:00 +0000 2014,"b'\\u201c@ferranmartin: Sobre lo de Escocia, una vi\\xf1eta alusiva: Convivencias. #humor #ScotlandDecides #salmond #9N2014 http://t.co/atdk4oMgU4\\u201d'",,729,247,24,45346,65388,Sun Aug 04 15:53:07 +0000 2013,es
Wed Sep 17 16:38:02 +0000 2014,"b'RT @ferranmartin: Sobre lo de Escocia, una vi\\xf1eta alusiva: Convivencias. #humor #ScotlandDecides #salmond #9N2014 http://t.co/0PXZrkBi7u'",,7069,917,123,10474,14203,Thu Feb 24 08:59:20 +0000 2011,es
Wed Sep 17 16:37:55 +0000 2014,"b'RT @ferranmartin: Sobre lo de Escocia, una vi\\xf1eta alusiva: Convivencias. #humor #ScotlandDecides #salmond #9N2014 http://t.co/0PXZrkBi7u'",Por Teruel. Buscando el mar. ,1285,4170,34,34915,53310,Mon Mar 14 21:09:13 +0000 2011,es
Wed Sep 17 16:37:16 +0000 2014,"b'Resposta a #Rajoy i parlant d\'#Esc\\xf2cia. #Salmond: ""Si el proc\\xe9s \\xe9s consensuat Espanya no tindr\\xe0 res a dir"". #ZasEnTodaLaBoca'",Catalan Republic,1330,1653,18,5533,7321,Mon Nov 12 17:38:24 +0000 2012,ca
Wed Sep 17 16:36:06 +0000 2014,"b'RT @ferranmartin: Sobre lo de Escocia, una vi\\xf1eta alusiva: Convivencias. #humor #ScotlandDecides #salmond #9N2014 http://t.co/0PXZrkBi7u'",In your brains.,1828,329,310,111727,230410,Thu Dec 19 18:24:59 +0000 2013,en-gb
Wed Sep 17 16:34:05 +0000 2014,"b""@dissIdent528 which means, tho #Salmond chooses to ignore it that costs are deducted BEFORE there's any profit &amp; we don't get most of profit""","In my bed, tweeting",7972,6697,180,80672,191393,Wed Jun 08 18:46:58 +0000 2011,en
Wed Sep 17 16:32:40 +0000 2014,"b'RT @ferranmartin: Sobre lo de Escocia, una vi\\xf1eta alusiva: Convivencias. #humor #ScotlandDecides #salmond #9N2014 http://t.co/0PXZrkBi7u'",Spain,128,359,5,17237,22754,Fri Apr 18 13:42:20 +0000 2008,es
Wed Sep 17 16:31:33 +0000 2014,"b'RT @ferranmartin: Sobre lo de Escocia, una vi\\xf1eta alusiva: Convivencias. #humor #ScotlandDecides #salmond #9N2014 http://t.co/0PXZrkBi7u'",Madrid,939,3321,26,140120,107158,Thu Nov 10 11:50:57 +0000 2011,es
Wed Sep 17 16:29:44 +0000 2014,"b'RT @ferranmartin: Sobre lo de Escocia, una vi\\xf1eta alusiva: Convivencias. #humor #ScotlandDecides #salmond #9N2014 http://t.co/0PXZrkBi7u'",Barcelona / Oviedo,2611,783,67,54148,52226,Sun Aug 30 10:20:50 +0000 2009,es
Wed Sep 17 16:29:28 +0000 2014,"b'RT @ferranmartin: Sobre lo de Escocia, una vi\\xf1eta alusiva: Convivencias. #humor #ScotlandDecides #salmond #9N2014 http://t.co/0PXZrkBi7u'",Madrid (Spain),17169,17312,554,70261,133461,Mon Dec 20 15:08:56 +0000 2010,es
Wed Sep 17 16:29:00 +0000 2014,"b'Sobre lo de Escocia, una vi\\xf1eta alusiva: Convivencias. #humor #ScotlandDecides #salmond #9N2014 http://t.co/0PXZrkBi7u'",ferranmartin@hotmail.es,23592,1596,530,93695,36277,Mon Oct 26 18:32:56 +0000 2009,ca
Wed Sep 17 16:26:53 +0000 2014,"b'RT @BearGardenMan: #Salmond, the #Muslim Apologist, gives #ScotlandDecides faithful more amazing old tosh http://t.co/cGS4nNFemX'",,1792,1911,55,38144,82365,Sun Oct 24 10:02:34 +0000 2010,en
Wed Sep 17 16:26:37 +0000 2014,"b""Looking at top trends. #voteyes #indyref #scotland #salmond then it's #hollyoaks haha guess we have our priorities right!!""","Kirkcaldy, Fife",101,291,1,1177,873,Fri Feb 27 14:09:20 +0000 2009,en
Wed Sep 17 16:23:53 +0000 2014,"b""@scotiano1 @ThisisDavina Christ, if Alex wasn't arguing for it, who would be. This is all about #salmond and his ego #voteno""",,305,673,14,7950,24844,Tue Dec 22 20:21:16 +0000 2009,en
Wed Sep 17 16:18:50 +0000 2014,"b'Eh! Scotland, ask yourself... Why does #Salmond want independence? Is it because he wants more power? #indyref'","Manchester, England",171,152,4,833,3799,Fri Feb 12 21:56:04 +0000 2010,en
Wed Sep 17 16:18:40 +0000 2014,"b'""@demindblower: Gordon Brown is reborn as a superhero today -  #SALMOND BRANDED A FOOL #ScotlandDecides  #indyref http://t.co/U7dSRcyt0I'",United Kingdom ,2636,3721,50,5449,28294,Sun Jan 22 16:44:30 +0000 2012,en
Wed Sep 17 16:14:52 +0000 2014,b'#salmond selfies on the final leg of the campaign trail in Largs #indyref http://t.co/ERGkwCggBR',"Edinburgh, Scotland",1101,2417,39,1641,4281,Mon Nov 01 12:01:33 +0000 2010,en
Wed Sep 17 16:09:50 +0000 2014,b'RT @NaraHodge: Whatever is the result of #indyref one thing cannot be denied- Alex #Salmond managed to divide the country in a spectacular \\u2026',Angryville...,580,1822,4,2016,5383,Mon Jan 24 05:39:25 +0000 2011,en
Wed Sep 17 16:08:55 +0000 2014,b'RT @NaraHodge: Whatever is the result of #indyref one thing cannot be denied- Alex #Salmond managed to divide the country in a spectacular \\u2026',Falkland Islands,1306,321,30,9830,60736,Sat Jan 22 00:29:37 +0000 2011,en
Wed Sep 17 16:08:34 +0000 2014,b'Whatever is the result of #indyref one thing cannot be denied- Alex #Salmond managed to divide the country in a spectacular way.',"The United Kingdom, England",30680,5331,144,15622,61424,Tue Sep 27 22:23:28 +0000 2011,en
Wed Sep 17 16:07:59 +0000 2014,"b'Got this from youtube comment: #Salmond also uses his bullying, intimidation, threats of asset seizing and a ""day of reckoning"" #Scotland'",Salisbury ,622,623,32,136,22546,Wed Aug 03 21:51:53 +0000 2011,en
Wed Sep 17 16:06:34 +0000 2014,"b""Got this from a comment of youtube: #Salmond uses Hitler's tactic of repeating a lie until it is believed as true. #Scotland #VoteNo""",Salisbury ,622,623,32,136,22546,Wed Aug 03 21:51:53 +0000 2011,en
Wed Sep 17 16:05:05 +0000 2014,b'#Salmond is a man that has promised the world to indy #Scotland but can deliver precious little #indyref #BetterTogether',United Kingdom,385,2274,15,31,10632,Tue Mar 17 21:29:43 +0000 2009,en
Wed Sep 17 16:04:39 +0000 2014,"b""This time next year we'll be millionaires. #Salmond #indyref""",1973,29,414,0,913,5142,Wed Mar 06 21:40:19 +0000 2013,en
Wed Sep 17 16:02:31 +0000 2014,b'My only real concern is that #Scotland is about to break in two. Has #Salmond learnt anything from history &amp; causes that divide? #Indyref',Brighton & Hove & London,654,2101,36,274,3539,Thu Aug 06 19:13:39 +0000 2009,en
Wed Sep 17 16:01:42 +0000 2014,b'#SALMONd &amp; #Sturgeon - a fishy proposition! But #Scotland will do fine with either outcome of #Indyref',,143,51,15,2132,10779,Thu May 24 18:34:35 +0000 2007,en
Wed Sep 17 16:00:39 +0000 2014,"b'Noticed yes advocates attack any no advocates in person (ie Brown did this). Yet if you comment on #Salmond say ""not about him, its us!""'",Salisbury ,622,623,32,136,22546,Wed Aug 03 21:51:53 +0000 2011,en
Wed Sep 17 15:59:57 +0000 2014,"b'RT @AlexSpamond: Gordon Brown must come join the SP, he would wipe the floor with Salmond every day! #indyref #salmond #GordonBrown #voteno\\u2026'",Edinburgh,1392,1746,57,63885,118350,Thu Feb 05 09:05:26 +0000 2009,en
Wed Sep 17 15:59:25 +0000 2014,b'Scots should recall the poverty of the Irish Free State http://t.co/VhUi6Z54XN #Scotland #Independence #SNP #Salmond',,80,109,6,19,2076,Wed Sep 12 17:07:10 +0000 2012,fr
Wed Sep 17 15:58:14 +0000 2014,b'Scottish #independence essay: Nordic model a fantasy http://t.co/3iiuPs7Xnv #Scotland #SNP #Salmond',,80,109,6,19,2076,Wed Sep 12 17:07:10 +0000 2012,fr
Wed Sep 17 15:57:41 +0000 2014,b'#salmond final campaigning on streets of #Largs has he been elevated to pop star status here? #indyref http://t.co/UKwoAozvcd',"Edinburgh, Scotland",1101,2417,39,1641,4281,Mon Nov 01 12:01:33 +0000 2010,en
Wed Sep 17 15:57:15 +0000 2014,b'#Orkney &amp; #Shetland islanders already winning #Scotland\\u2019s #independence debate http://t.co/nfKlWXwV0d #Hebrides #WesternIsles #SNP #Salmond',,80,109,6,19,2076,Wed Sep 12 17:07:10 +0000 2012,fr
Wed Sep 17 15:55:59 +0000 2014,b'Well this about says it all!  #Salmond #ScotlandDecides http://t.co/g0xneXr0pv',Cleethorpes - Lincolnshire ,562,393,19,2894,8186,Mon Feb 22 21:32:38 +0000 2010,en
Wed Sep 17 15:53:46 +0000 2014,"b'Without #Scotland, #England will be a weedy laughing stock | @jgforsyth http://t.co/Jaom3xJVma via @spectator #Forsyth #SNP #Salmond'",,80,109,6,19,2076,Wed Sep 12 17:07:10 +0000 2012,fr
Wed Sep 17 15:52:03 +0000 2014,b'Given the demagogic style of Rotweiller #Salmond why did we put Spaniel gentleman #Darling up against him in debate Why not Rotweiller Brown',"London, Manhattan",41,0,4,30,2003,Thu Apr 16 13:32:48 +0000 2009,en
Wed Sep 17 15:51:53 +0000 2014,b'@JoanTFon Unfortunatly you have a #Salmond leading #SNP and he also has many skeletons.',Salisbury ,622,623,32,136,22546,Wed Aug 03 21:51:53 +0000 2011,en
Wed Sep 17 15:51:28 +0000 2014,b'#Scotland tommorow you make the most important decision for 300 years but please #VoteNo as Alex #Salmond is leading you to a huge fall.',Poole,361,602,17,9431,33478,Wed Nov 02 20:52:24 +0000 2011,en
Wed Sep 17 15:50:39 +0000 2014,"b""RT @pjpaton: This Scottish Referendum has divided Scots like never before. It's a Terrible,Terrible Thing #Salmond and #Sturgeon have done \\u2026""",,6230,6109,265,32872,215011,Sat Sep 12 00:25:29 +0000 2009,en
Wed Sep 17 15:42:06 +0000 2014,"b""#Salmond a respost amb contundencia al #Rajoy,dient-li que no hi pinta res opinant sobre el futur D'#Escocia, que lo seu es democracia pura""",Mollerussa (Lleida),532,783,24,24359,42798,Sat May 07 18:08:35 +0000 2011,es
Wed Sep 17 15:36:32 +0000 2014,"b'RT @AlexSpamond: Gordon Brown must come join the SP, he would wipe the floor with Salmond every day! #indyref #salmond #GordonBrown #voteno\\u2026'",Scotland,1071,3893,70,42590,115445,Sat Jan 24 20:51:39 +0000 2009,en
Wed Sep 17 15:32:29 +0000 2014,"b'""@bcomininvisible: #Farage accuses #Salmond of inciting riots &amp; hatred @Telegraph http://t.co/TSisgiCJI9 Thoughts?"": Yes and Really'",United Kingdom,2715,3183,76,4645,33636,Thu Dec 29 15:36:20 +0000 2011,en
Wed Sep 17 15:29:48 +0000 2014,"b'RT @AlexSpamond: Gordon Brown must come join the SP, he would wipe the floor with Salmond every day! #indyref #salmond #GordonBrown #voteno\\u2026'",Scotland,849,1395,14,179,4563,Thu Feb 23 07:01:09 +0000 2012,en
Wed Sep 17 15:29:25 +0000 2014,"b""#indyref So #Salmond says vote yes to have an accountable parliament. Well why can't he answer a straight question to anything? What chance?""","Edinburgh, Scotland",315,594,27,3678,4285,Tue May 04 13:34:08 +0000 2010,en
Wed Sep 17 15:27:59 +0000 2014,b'#Farage accuses #Salmond of inciting riots &amp; hatred in run up to &amp; on #IndyRef day itself via @Telegraph http://t.co/DHax3F0ldk Thoughts?',"In my bed, tweeting",7972,6697,180,80672,191393,Wed Jun 08 18:46:58 +0000 2011,en
Wed Sep 17 15:27:34 +0000 2014,b'Norman Smith and Nick Robinson in velociraptor movement on #salmond ! #clevergirl',Madrid / Torquay,356,1196,9,2277,7109,Thu Apr 29 20:08:37 +0000 2010,en
Wed Sep 17 15:27:02 +0000 2014,"b'Gordon Brown must come join the SP, he would wipe the floor with Salmond every day! #indyref #salmond #GordonBrown #voteno #voteyes'","Edinburgh, Scotland",622,262,11,4674,9175,Wed Feb 26 13:04:56 +0000 2014,en
Wed Sep 17 15:26:59 +0000 2014,"b""#Salmond 's pot is not as full as he thought.oil boom claims blown apart by Scottish energy consultant-via @Telegraph http://t.co/3Z1wBxpetU""",Central London W1F,49,57,5,32,339,Thu May 19 09:06:37 +0000 2011,en
Wed Sep 17 15:20:19 +0000 2014,b'@Roc_Star_Don @MissaMHx @AtheistBlobfish @francosoup @LogicRottweiler @incredispaz @deimachy @alltheway1919 @jen_august Vote RBS? #Salmond',,5338,4373,134,67290,110716,Thu May 17 12:28:03 +0000 2012,en
Wed Sep 17 15:19:59 +0000 2014,b'An independent #Scotland would \\u2019celebrate\\u2019 soaring immigration http://t.co/1HUz4OKkRS via @MailOnline &lt;--- #IndyRef #SNP #EpicFail #Salmond',Reading. (UK Unchained),3787,3799,45,33914,59554,Thu Mar 14 20:02:37 +0000 2013,en
Wed Sep 17 15:19:33 +0000 2014,"b""No fan of #Salmond but I feel the YES campaign offers radical progression more than some naff separatism. I'll drink to that notion.""","Wales, mun",316,270,30,91,34270,Thu Jul 07 09:42:54 +0000 2011,en
Wed Sep 17 15:01:09 +0000 2014,b'This is very funny. #indyref #imperialmasters #salmond #keepthepoooouuuunnnd http://t.co/D51DmMYhBe',,88,308,1,685,2348,Sat Sep 22 19:16:17 +0000 2012,en
Wed Sep 17 14:59:28 +0000 2014,b'RT @wishartwealth: Alex #Salmond accused of lying over EU talks - via @Telegraph http://t.co/YkeEbzC48k &lt; more power at any cost / desperat\\u2026',Edinburgh,195,327,1,5,305,Tue Mar 17 12:00:35 +0000 2009,en
Wed Sep 17 14:56:46 +0000 2014,b'#Salmond Understand you like Curries ... suggest change to Chow Mein as Chinese will be at backdoor before you can say Yes #Lookaround',"Olhão, Portugal",587,1395,6,12,1165,Thu Mar 12 14:51:24 +0000 2009,en
Wed Sep 17 14:54:10 +0000 2014,"b""... the #ScottishHighlands, where they used to have a lot of support. But the Highlands abandoned the #LibDems and voted for #Salmond's #SNP""","London, United Kingdom",2035,752,186,4965,20137,Tue Sep 08 16:08:59 +0000 2009,en
Wed Sep 17 14:53:46 +0000 2014,"b""BROWN'S SOULFUL SPEECH DEALS BODY BLOW TO SALMOND http://t.co/RJGMTH4y6w #GordonBrown #NoScotland #ScotlandDecides @OfficeGSBrown #Salmond""",Brighton,231,953,2,26,270,Fri Sep 06 00:57:54 +0000 2013,en-gb
Wed Sep 17 14:52:37 +0000 2014,b'Alex #Salmond accused of lying over EU talks - via @Telegraph http://t.co/YkeEbzC48k &lt; more power at any cost / desperation - dishonest',"Edinburgh, Scotland",2832,3006,105,446,14617,Fri Jan 29 11:38:39 +0000 2010,en
Wed Sep 17 14:45:56 +0000 2014,"b'The hubris of A #Salmond: http://t.co/kWq8TcR5UI Very sad, very disturbing. #indyref'",London,900,763,49,1630,14439,Mon Sep 01 20:58:49 +0000 2008,en
Wed Sep 17 14:41:29 +0000 2014,b'RT @AlexSpamond: BREAKING NEWS : TRUMP BUYS SCOTLAND FROM SALMOND #indyref #VoteNo #VoteYes #ScotDecides #salmond #ukok http://t.co/AcYbhHL\\u2026',Rural Scotland,2037,1665,82,21265,26660,Sun Aug 05 19:49:02 +0000 2012,en
Wed Sep 17 14:41:28 +0000 2014,b'RT @AlexSpamond: BREAKING NEWS : TRUMP BUYS SCOTLAND FROM SALMOND #indyref #VoteNo #VoteYes #ScotDecides #salmond #ukok http://t.co/AcYbhHL\\u2026',"Galway, Ireland",1574,1550,27,10271,53822,Tue Jun 03 15:40:39 +0000 2008,en
Wed Sep 17 14:40:44 +0000 2014,b'BREAKING NEWS : TRUMP BUYS SCOTLAND FROM SALMOND #indyref #VoteNo #VoteYes #ScotDecides #salmond #ukok http://t.co/AcYbhHLaqf',"Edinburgh, Scotland",622,262,11,4674,9175,Wed Feb 26 13:04:56 +0000 2014,en
Wed Sep 17 14:39:22 +0000 2014,b'RT @jos_med_mac: #Scottish #independence: #Salmond\\u2019s letter to voters - The Scotsman: http://t.co/nnugsrwXBT',,72,238,1,14,94,Tue Mar 12 12:22:38 +0000 2013,en
Wed Sep 17 14:34:59 +0000 2014,"b'#Salmond: ""Si el proceso es consensuado Espa\\xf1a no tendr\\xe1 nada que decir"" http://t.co/pjoEgKxUbD #Escocia http://t.co/6MoE8OWPva'",Madrid,137287,563,2430,4229,156883,Fri Mar 27 16:27:05 +0000 2009,es
Wed Sep 17 14:21:19 +0000 2014,"b""#King #Alex #Salmond: Man Behind #Scotland's #Independence Movement   @chrischeuermann http://t.co/uG2RY2ubIw via @SPIEGELONLINE""",Ipswich Massachusetts,70,111,58,72,4324,Thu Dec 19 13:24:41 +0000 2013,en
Wed Sep 17 14:19:18 +0000 2014,b'RT @markt1985: #Salmond has whipped up so much animosity during this #referendum that I can honestly see riots and disorder in #Scotland if\\u2026',• Bangladesh •,406,1998,23,2016,36039,Tue Sep 07 13:30:06 +0000 2010,en
Wed Sep 17 14:18:02 +0000 2014,"b""RT @NaraHodge: Didn't they check how it would look like when the doors open?! Alex #Salmond.... Well, well, well... http://t.co/tffio1Lmtz""","Peterborough, England",473,1298,30,69223,7362,Sun Jul 27 10:21:13 +0000 2014,en
Wed Sep 17 14:17:40 +0000 2014,"b""#Salmond has whipped up so much animosity during this #referendum that I can honestly see riots and disorder in #Scotland if it's a #No vote""",Great Britain,1122,1969,26,15521,36304,Thu Jun 04 16:31:34 +0000 2009,en
Wed Sep 17 14:11:32 +0000 2014,"b""@BBCNews @BBCScotland         #Salmond is a POLITICIAN....Can you believe all he says? He says EU won't change but EU says it will...""",The beautiful UK & proud of it,281,341,2,357,6173,Mon Oct 29 09:41:51 +0000 2012,en
Wed Sep 17 14:10:10 +0000 2014,b'Caught red-handed! #Salmond personally pressurised St Andrews University head over independence concerns http://t.co/swAN2VTvKc #IndyRef #No',"London,UK",17921,6051,288,18915,194861,Thu Apr 22 12:01:42 +0000 2010,en
